1st Q,1st Q.1,1st Q.2,1st Q.3,1st Q.4,1st Q.5,table
1:40.0,,,88-75,+2,L. Dončić makes 2-pt jump shot from 3 ft,pbp
1:18.0,A. Horford misses 2-pt hook shot from 9 ft,,88-75,,,pbp
1:17.0,,,88-75,,Defensive rebound by J. LaRavia,pbp
1:00.0,,,88-77,+2,J. Hayes makes 2-pt dunk from 4 ft (assist by L. Dončić),pbp
0:39.0,B. Hield misses 3-pt jump shot from 34 ft,,88-77,,,pbp
0:37.0,Offensive rebound by W. Richard,,88-77,,,pbp
0:37.0,W. Richard makes 2-pt hook shot from 5 ft,+2,90-77,,,pbp
0:28.0,,,90-77,,L. Dončić misses 3-pt jump shot from 27 ft,pbp
0:27.0,,,90-77,,Offensive rebound by J. LaRavia,pbp
0:27.0,,,90-79,+2,J. LaRavia makes 2-pt layup from 3 ft,pbp
0:01.0,B. Podziemski misses 3-pt jump shot from 24 ft,,90-79,,,pbp
0:01.0,,,90-79,,Defensive rebound by J. Vanderbilt,pbp
0:00.0,,,90-79,,Team misses heave shot,pbp
0:00.0,,,90-79,,Offensive rebound by Team,pbp
0:00.0,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,pbp
4th Q,4th Q,4th Q,4th Q,4th Q,4th Q,pbp
Time,Golden State,,Score,,LA Lakers,pbp
12:00.0,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,pbp
11:47.0,,,90-79,,J. LaRavia misses 3-pt jump shot from 23 ft,pbp
11:44.0,,,90-79,,Offensive rebound by J. Hayes,pbp
11:35.0,,,90-81,+2,M. Smart makes 2-pt jump shot from 2 ft (assist by L. Dončić),pbp
11:27.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Green),+3,93-81,,,pbp
11:05.0,,,93-81,,M. Smart misses 3-pt jump shot from 27 ft,pbp
11:01.0,Defensive rebound by Q. Post,,93-81,,,pbp
10:50.0,B. Hield misses 3-pt jump shot from 25 ft,,93-81,,,pbp
10:47.0,,,93-81,,Defensive rebound by J. Vanderbilt,pbp
10:46.0,,,93-81,,Turnover by J. Vanderbilt (lost ball; steal by B. Podziemski),pbp
10:44.0,B. Hield misses 3-pt jump shot from 27 ft,,93-81,,,pbp
10:43.0,,,93-81,,Defensive rebound by L. Dončić,pbp
10:21.0,,,93-81,,J. Vanderbilt misses 2-pt jump shot from 4 ft (block by D. Green),pbp
10:19.0,Defensive rebound by J. Butler,,93-81,,,pbp
10:04.0,J. Butler misses 2-pt jump shot from 7 ft,,93-81,,,pbp
10:03.0,,,93-81,,Defensive rebound by J. Hayes,pbp
9:54.0,,,93-81,,J. Vanderbilt misses 3-pt jump shot from 25 ft,pbp
9:51.0,Defensive rebound by Q. Post,,93-81,,,pbp
9:48.0,D. Green makes 2-pt layup from 1 ft,+2,95-81,,,pbp
9:48.0,Shooting foul by J. Hayes (drawn by D. Green),,95-81,,,pbp
9:48.0,,,95-81,,R. Hachimura enters the game for L. Dončić,pbp
9:48.0,,,95-81,,A. Reaves enters the game for J. Vanderbilt,pbp
9:48.0,D. Green misses free throw 1 of 1,,95-81,,,pbp
9:46.0,,,95-81,,Defensive rebound by J. Hayes,pbp
9:32.0,Loose ball foul by D. Green (drawn by A. Reaves),,95-81,,,pbp
9:25.0,,,95-83,+2,A. Reaves makes 2-pt layup from 2 ft,pbp
9:25.0,,,95-83,,Shooting foul by Q. Post (drawn by A. Reaves),pbp
9:25.0,,,95-84,+1,A. Reaves makes free throw 1 of 1,pbp
9:01.0,B. Hield makes 3-pt jump shot from 24 ft (assist by D. Green),+3,98-84,,,pbp
8:41.0,,,98-84,,Personal foul by J. Butler (drawn by A. Reaves),pbp
8:41.0,,,98-84,,G. Vincent enters the game for M. Smart,pbp
8:27.0,,,98-84,,J. LaRavia misses 2-pt jump shot from 4 ft,pbp
8:26.0,,,98-84,,Offensive rebound by J. Hayes,pbp
8:22.0,,,98-84,,J. Hayes misses 2-pt dunk from 4 ft (block by D. Green),pbp
8:19.0,Defensive rebound by J. Butler,,98-84,,,pbp
8:09.0,J. Butler makes 2-pt hook shot from 4 ft,+2,100-84,,,pbp
7:54.0,,,100-84,,R. Hachimura misses 3-pt jump shot from 25 ft,pbp
7:53.0,Defensive rebound by B. Podziemski,,100-84,,,pbp
7:50.0,Golden State full timeout,,100-84,,,pbp
7:50.0,S. Curry enters the game for J. Butler,,100-84,,,pbp
7:50.0,A. Horford enters the game for D. Green,,100-84,,,pbp
7:50.0,J. Kuminga enters the game for B. Podziemski,,100-84,,,pbp
7:50.0,W. Richard enters the game for Q. Post,,100-84,,,pbp
7:50.0,,,100-84,,D. Ayton enters the game for J. Hayes,pbp
7:50.0,,,100-84,,L. Dončić enters the game for J. LaRavia,pbp
7:41.0,Turnover by S. Curry (bad pass; steal by A. Reaves),,100-84,,,pbp
7:39.0,Loose ball foul by W. Richard (drawn by A. Reaves),,100-84,,,pbp
7:16.0,,,100-86,+2,L. Dončić makes 2-pt jump shot from 5 ft (assist by R. Hachimura),pbp
7:00.0,A. Horford misses 3-pt jump shot from 26 ft,,100-86,,,pbp
6:57.0,,,100-86,,Defensive rebound by L. Dončić,pbp
6:51.0,,,100-86,,Turnover by A. Reaves (step out of bounds),pbp
6:39.0,A. Horford makes 2-pt layup from 2 ft (assist by J. Kuminga),+2,102-86,,,pbp
6:24.0,,,102-88,+2,D. Ayton makes 2-pt jump shot from 7 ft (assist by L. Dončić),pbp
6:02.0,B. Hield misses 3-pt jump shot from 27 ft,,102-88,,,pbp
5:59.0,,,102-88,,Defensive rebound by A. Reaves,pbp
5:56.0,,,102-90,+2,L. Dončić makes 2-pt jump shot from 4 ft (assist by A. Reaves),pbp
5:56.0,Golden State full timeout,,102-90,,,pbp
5:56.0,B. Podziemski enters the game for B. Hield,,102-90,,,pbp
5:40.0,W. Richard makes 3-pt jump shot from 25 ft (assist by S. Curry),+3,105-90,,,pbp
5:22.0,,,105-93,+3,R. Hachimura makes 3-pt jump shot from 29 ft (assist by L. Dončić),pbp
5:07.0,Offensive foul by A. Horford (drawn by G. Vincent),,105-93,,,pbp
5:07.0,Turnover by A. Horford (offensive foul),,105-93,,,pbp
4:50.0,,,105-95,+2,L. Dončić makes 2-pt jump shot from 3 ft,pbp
4:34.0,Turnover by A. Horford (bad pass; steal by A. Reaves),,105-95,,,pbp
4:26.0,,,105-97,+2,D. Ayton makes 2-pt layup from 4 ft (assist by A. Reaves),pbp
4:09.0,S. Curry misses 3-pt jump shot from 27 ft,,105-97,,,pbp
4:06.0,,,105-97,,Defensive rebound by R. Hachimura,pbp
3:59.0,,,105-99,+2,A. Reaves makes 2-pt layup from 3 ft,pbp
3:59.0,Golden State full timeout,,105-99,,,pbp
3:59.0,J. Butler enters the game for A. Horford,,105-99,,,pbp
3:59.0,D. Green enters the game for W. Richard,,105-99,,,pbp
3:34.0,D. Green makes 3-pt jump shot from 23 ft (assist by J. Butler),+3,108-99,,,pbp
3:16.0,,,108-99,,Shooting foul by D. Green (drawn by A. Reaves),pbp
3:16.0,,,108-99,,A. Reaves misses free throw 1 of 2,pbp
3:16.0,,,108-99,,Offensive rebound by Team,pbp
3:16.0,,,108-100,+1,A. Reaves makes free throw 2 of 2,pbp
2:57.0,S. Curry misses 3-pt jump shot from 26 ft,,108-100,,,pbp
2:51.0,,,108-100,,Defensive rebound by R. Hachimura,pbp
2:39.0,,,108-100,,G. Vincent misses 3-pt jump shot from 27 ft (block by S. Curry),pbp
2:39.0,Defensive rebound by Team,,108-100,,,pbp
2:29.0,J. Butler makes 2-pt layup from 2 ft,+2,110-100,,,pbp
2:17.0,,,110-100,,Shooting foul by J. Butler (drawn by A. Reaves),pbp
2:17.0,,,110-101,+1,A. Reaves makes free throw 1 of 2,pbp
2:17.0,,,110-102,+1,A. Reaves makes free throw 2 of 2,pbp
2:03.0,Shooting foul by R. Hachimura (drawn by J. Butler),,110-102,,,pbp
2:03.0,J. Butler makes free throw 1 of 2,+1,111-102,,,pbp
2:03.0,G. Payton enters the game for B. Podziemski,,111-102,,,pbp
2:03.0,J. Butler makes free throw 2 of 2,+1,112-102,,,pbp
1:52.0,,,112-105,+3,A. Reaves makes 3-pt jump shot from 27 ft (assist by L. Dončić),pbp
1:35.0,G. Payton makes 2-pt layup from 4 ft (assist by J. Butler),+2,114-105,,,pbp
1:22.0,,,114-107,+2,L. Dončić makes 2-pt jump shot from 5 ft (assist by R. Hachimura),pbp
1:16.0,Personal foul by L. Dončić (drawn by J. Butler),,114-107,,,pbp
1:03.0,J. Butler misses 3-pt jump shot from 28 ft,,114-107,,,pbp
1:00.0,Offensive rebound by J. Kuminga,,114-107,,,pbp
0:51.0,S. Curry makes 3-pt jump shot from 36 ft (assist by G. Payton),+3,117-107,,,pbp
0:43.0,,,117-109,+2,A. Reaves makes 2-pt layup from 1 ft,pbp
0:39.0,Personal take foul by G. Vincent (drawn by S. Curry),,117-109,,,pbp
0:39.0,S. Curry makes free throw 1 of 2,+1,118-109,,,pbp
0:39.0,S. Curry makes free throw 2 of 2,+1,119-109,,,pbp
0:39.0,,,119-109,,LA Lakers full timeout,pbp
0:39.0,,,119-109,,M. Smart enters the game for R. Hachimura,pbp
0:35.0,,,119-109,,L. Dončić misses 3-pt jump shot from 23 ft,pbp
0:33.0,Defensive rebound by G. Payton,,119-109,,,pbp
0:12.0,Turnover by Team (shot clock),,119-109,,,pbp
0:00.0,End of 4th quarter,End of 4th quarter,End of 4th quarter,End of 4th quarter,End of 4th quarter,pbp
